Word,Frequency
finojo,5
jagasta,5
manaatog,5
galute,5
laguañija,5
yuusñija,5
umaañao,5
untungoja,5
tapolo,5
jula,5
lago,5
mayamag,5
manyute,5
jadalalag,5
espiritumo,5
chumuchule,5
baliña,5
jadague,5
innaminagago,5
niebe,5
manmasangane,5
iloñija,5
mañelumo,5
jafajit,5
faraon,5
sanpapa,5
unlilie,5
manmañangane,5
manananom,5
jusanganejao,5
cosecha,5
matogüe,5
ufanmatachong,5
infanmatagpange,5
pidaso,5
simiento,5
chadig,5
mamanue,5
banida,5
bumira,5
unadaje,5
papajo,5
mamajlao,5
guinasgas,5
mañuja,5
malefayo,5
tiempoco,5
manmamajlao,5
pumetsisigueyo,5
nafanina,5
maudae,5
unadadaje,5
yulang,5
punta,5
utiningo,5
adora,5
cheton,5
sanjalomjo,5
jilomo,5
lagojo,5
ninanggaco,5
senmagof,5
taesetbe,5
injatsa,5
ninafanlibre,5
rayjo,5
chatsagayo,5
inigongjo,5
matañija,5
agapaña,5
maasie,5
isaoña,5
metgot,5
sobetbia,5
umatan,5
janaatog,5
jufalag,5
jadespresia,5
piniten,5
finababa,5
ninanggan,5
flecha,5
nesesitao,5
mapotgue,5
vos,5
causaco,5
manbasnag,5
jumagof,5
jafamauleg,5
temploña,5
jufanagüe,5
señotto,5
pinecatto,5
manacalamten,5
binibon,5
mangaduco,5
bonito,5
triniste,5
amiguña,5
patangjo,5
erensia,5
jaaagang,5
taelayen,5
nacajulo,5
minalate,5
labios,5
ufamodong,5
linalalo,5
resibe,5
minalagjo,5
umasangan,5
unbaba,5
promesajo,5
asie,5
man,5
ufanagang,5
gusisija,5
ufanjaspog,5
unfamauleg,5
manesesita,4
dinangculon,4
unsangane,4
munafanlibre,4
umagode,4
ufanganta,4
ninafangostriste,4
namalag,4
ufanmalago,4
mangosmaañao,4
jechuraña,4
umajatsa,4
unnaatog,4
mañagaja,4
jason,4
sinae,4
mungayo,4
tininaña,4
uncano,4
mantinampe,4
janabula,4
manmanjula,4
umaresibe,4
pinadeseñija,4
ufanfinenana,4
manlilie,4
ufanuttimo,4
manfinenana,4
satbo,4
tojgue,4
manadong,4
jila,4
ufanmaañao,4
patteña,4
capon,4
isaomame,4
fumaguon,4
ninangga,4
puntan,4
inentrega,4
mangucunanaf,4
upinino,4
upadese,4
fumamauleg,4
manmananom,4
binilaña,4
manmofona,4
sumajnge,4
mannanae,4
ninatriste,4
uninae,4
dandan,4
gosmauleg,4
troas,4
majoyo,4
masonggue,4
siglo,4
mananom,4
janana,4
mostasa,4
umecungog,4
ufandaña,4
jatanme,4
manmatatnga,4
guajoyo,4
pumacha,4
jaosgue,4
cojo,4
manmañoda,4
jaadingane,4
finanagüen,4
malate,4
alabansaña,4
mil,4
sebbla,4
manjame,4
chumochocho,4
mumatdise,4
lamasan,4
pandireta,4
umasatba,4
compañia,4
mantestigo,4
etiopia,4
jatalo,4
chiniguet,4
sora,4
pachotjo,4
ufanunoja,4
manlalâlâ,4
jumanaoyo,4
guajanmiyo,4
malefa,4
manjajamyo,4
umatane,4
inliijao,4
basta,4
amigujo,4
acagüeña,4
matungoja,4
atcos,4
senotña,4
manjatsa,4
jatulaeca,4
janaye,4
mananana,4
lamparañija,4
jasotta,4
sineda,4
lamita,4
segundo,4
jusangangane,4
umentregayo,4
minagofmiyo,4
jutungoja,4
mamofefea,4
jâgâña,4
mangogonggong,4
malagonmiyo,4
ulo,4
bira,4
ucanta,4
baba,4
jalachae,4
ninaen,4
unjusga,4
betde,4
matolae,4
jatiteg,4
mamaesa,4
manjijitaja,4
tinaelayeña,4
tumalag,4
mananangga,4
manaegüe,4
ilelegmiyo,4
triste,4
manmaayig,4
botsa,4
satba,4
siquem,4
japrocura,4
magasña,4
umayunat,4
malelefa,4
magagojo,4
taeninasiña,4
inatan,4
manmanulalaeca,4
manatborotao,4
pula,4
umasetbe,4
dumangculo,4
infanguimen,4
ufatachong,4
liniinmiyo,4
minaasejo,4
unfanagüeyo,4
ujabira,4
finanaan,4
inchegüe,4
minagajetña,4
anteñija,4
maesaja,4
juisioco,4
infanguaeya,4
debe,4
pininite,4
famatquiquilo,4
pumapacha,4
manmamatinas,4
utaegüije,4
guafen,4
mangachochongjo,4
numeron,4
jinalomña,4
gaeisao,4
minalagñija,4
guinede,4
matompo,4
guaguato,4
talanganmiyo,4
mamaesen,4
infansatbo,4
nabula,4
ingagagao,4
sumesetbe,4
chumelo,4
sapatosña,4
dadao,4
jale,4
juadadajeja,4
digno,4
manmachóchocho,4
manchinatlie,4
lot,4
guinagao,4
ninatungo,4
infañaga,4
coronan,4
estreyas,4
majaso,4
birajam,4
ufanmatae,4
malelefayo,4
uttimoña,4
mangajujulo,4
jafayo,4
manlalalo,4
juchocho,4
peste,4
finenena,4
tiendan,4
cam,4
enimigoñija,4
jumagofyo,4
pinalaeña,4
innesesita,4
acagüe,4
umajungog,4
erensiaña,4
mañelunmiyo,4
contrariojo,4
nafanlibrejam,4
fagase,4
maagange,4
jinasoja,4
manmamamaela,4
uadaje,4
liyang,4
ufanmayute,4
adajeyo,4
judiosija,4
juaagang,4
sendaluña,4
manlâlâlâ,4
finañago,4
janalamen,4
managpagpange,4
mamopodong,4
tafanmalag,4
jufamauleg,4
pedason,4
tinancho,4
unpoloyo,4
umannae,4
magmatayo,4
manmannanangga,4
toro,4
unopeyo,4
jualiligao,4
parejuña,4
tupo,4
manasiña,4
pinalaemo,4
inaligao,4
tanomo,4
manasie,4
linâlâfia,4
tumatitiye,4
junamalag,4
minetgotñija,4
ñateng,4
segúnsan,4
flauta,4
jatugue,4
maniina,4
umopeyo,4
chetnotñija,4
jayeyengyong,4
ilonñija,4
matienta,4
umisao,4
nachadig,4
amigon,4
junatungo,4
derbe,4
juacompara,4
espadamo,4
castiyujo,4
talangañija,4
manmanjujungog,4
juutut,4
nosea,4
combiene,4
gachae,4
suida,4
calamten,4
calabera,4
manbetde,4
lalalo,4
manmandadague,4
manategtog,4
samaritano,4
isai,4
lumala,4
bartolome,4
jilomiyo,4
tumatanges,4
apatte,4
biju,4
jucuentuse,4
jaosgaejon,4
undingo,4
atituye,4
taesinajguan,4
finomo,4
quieto,4
unope,4
naegueng,4
ufanjusga,4
cabayo,4
ilegna,4
untaetae,4
manmanlilie,4
espiga,4
sabalo,4
manmamatquiquiloja,4
papan,4
atanja,4
jajuchom,4
dumadalalag,4
ujomlo,4
linachae,4
jachogüe,4
julâlâ,4
tinegchañija,4
ninamanmanña,4
manfinanue,4
japanag,4
manyajo,4
janauchan,4
fache,4
familian,4
pechon,4
sigueja,4
minagago,4
magofyo,4
manmanjajaso,4
munafañochocho,4
cuantos,4
judalalag,4
sumoda,4
pumapara,4
manfáfachocho,4
gaeanite,4
graniso,4
apo,4
jagosencatga,4
siudad,4
unninajomlo,4
jabiragüe,4
tateña,4
atof,4
güigüiyaja,4
umasajguane,4
maestronmiyo,4
manmayute,4
pájaro,4
unaeyo,4
jaagange,4
calaguagña,4
matojao,4
layña,4
rayñija,4
umoo,4
arimatea,4
comequeilegña,4
coreas,4
flechamo,4
onraña,4
estayo,4
jit,4
maadotna,4
inbira,4
ninaquepodong,4
sonidon,4
umadingane,4
natalo,4
jafataemano,4
jalagnos,4
ninalamen,4
unmagof,4
maderite,4
maope,4
tronon,4
majetog,4
undalalag,4
nesesitaoyo,4
augusto,4
umarechasa,4
denario,4
flechaña,4
unchatlie,4
guimañija,4
creta,4
secta,4
laguse,4
inestotba,4
natunas,4
sabanas,4
annas,4
upacha,4
managquilo,4
jinanaoñija,4
jinemlo,4
unchocho,4
maosgaejon,4
umangongoco,4
pinagyo,4
jufato,4
sinajguanña,4
munajanao,4
fumaesen,4
madibide,4
alejandro,4
umayig,4
jasaluda,4
mapreso,4
jaadora,4
infanmatae,4
siñagüe,4
nafanjanao,4
inasagua,4
tanga,4
ubaba,4
malolofan,4
manábale,4
jubaba,4
manmanbotlelea,4
manmayulang,4
jaguadog,4
mangoco,4
suette,4
manmafato,4
sanmenan,4
infanmannae,4
pinagatñija,4
nesesitayo,4
mangaeninasiña,4
ufañija,4
granon,4
erensiañija,4
unfanope,4
padron,4
umasotta,4
ujaereda,4
jusgayo,4
tipo,4
gosmegae,4
jutuna,4
ufalag,4
umapreso,4
manmanyute,4
mandadañaja,4
tiguangmame,4
jaga,4
ubira,4
camajo,4
taelibadura,4
bumasta,4
ufananom,3
fanue,3
asgon,3
mansatbo,3
binilan,3
labiosmo,3
ujaplanta,3
candit,3
mayetdomo,3
ninibe,3
danges,3
minegaeña,3
jaaninmame,3
guinegüeta,3
ninalachae,3
tátanom,3
ochenta,3
ufantinampe,3
testimoniojo,3
chinileleña,3
juyuyute,3
jadetetmina,3
finamauleg,3
inliija,3
umafaaela,3
ufanina,3
sumagaja,3
mananga,3
sebla,3
najong,3
siudañija,3
jabababa,3
manoyo,3
jaresibeja,3
ñumejon,3
udalalagyo,3
matufog,3
umegsamina,3
yetna,3
gaponulonmiyo,3
unpuno,3
matatampe,3
señotmo,3
ufitme,3
taquiloña,3
unyamag,3
lulog,3
contrariumo,3
jasacude,3
tiempoña,3
jasuug,3
japrofetisa,3
mata,3
alegria,3
ufangobietna,3
linilisja,3
diesiocho,3
siloe,3
mangachongjo,3
jâgâñija,3
yamo,3
tataja,3
promesan,3
ufanmayengyong,3
libano,3
jupiter,3
jatagojit,3
doco,3
magpo,3
metcado,3
mangachongñiñija,3
listra,3
dañujo,3
mafag,3
señotta,3
tasoda,3
santosmo,3
corasonta,3
amano,3
manjomlo,3
mangco,3
jajusga,3
antiñija,3
ujasija,3
janafangajulo,3
juchogüe,3
ninachatsaga,3
benjamin,3
sabulon,3
manpegno,3
bason,3
atcaede,3
natataelaye,3
ninasifia,3
numanajuyong,3
japadese,3
ufanmamanue,3
yuusña,3
quinautiba,3
minagasña,3
managoyo,3
preparasion,3
manlache,3
uninafanlibre,3
manaquilo,3
udingo,3
probechoña,3
udalalag,3
ninalibre,3
ninasenmagof,3
umegae,3
batcon,3
unfamocat,3
jungogyo,3
uchan,3
munafitme,3
jinisga,3
junadangculo,3
chatliion,3
munamatungo,3
fanmañangangane,3
janasuja,3
maguadog,3
tiberias,3
pobble,3
janasiña,3
tabernacoluña,3
manlajyan,3
ufaninayuda,3
manpotlilo,3
genesaret,3
monton,3
milag,3
inadajiña,3
sumonggue,3
ujomjom,3
umagangyo,3
atrasao,3
untago,3
tatungo,3
sinagogañija,3
uninadaje,3
fanmañuñule,3
ininan,3
sungunon,3
ufantaegüije,3
yumuyute,3
papaña,3
maestrosala,3
ninámanman,3
manmacat,3
tinaetae,3
manmanaatan,3
misterion,3
japune,3
mañelu,3
inenrajo,3
nana,3
infansenmagof,3
maguut,3
escribas,3
jagamo,3
adengta,3
jadespide,3
jaonra,3
umaliligaojao,3
jatolaeca,3
sincoja,3
ufanmamajan,3
lucas,3
madalalague,3
umajo,3
inetnonñija,3
ufangana,3
lalaet,3
sacaña,3
umescapa,3
jachuchule,3
umanachocho,3
manresibe,3
ufanmangoco,3
juguaja,3
majoca,3
manbebende,3
jafajan,3
antenmiyo,3
jucastiga,3
magalajen,3
ilun,3
unfagase,3
jumafanaan,3
canaemame,3
juaagangjao,3
grano,3
gañija,3
manangoco,3
jachoma,3
janadangculo,3
finañagon,3
unpetsisigue,3
bote,3
sedrosija,3
comoqueilegña,3
descanso,3
finaboresemo,3
jafacae,3
charran,3
apasña,3
ujaaligao,3
mannalalalo,3
umanasaga,3
manaetaejao,3
premioñija,3
manfinaesen,3
jasonggue,3
ufanmatungo,3
umiisao,3
tachule,3
angcla,3
titumo,3
ninabubo,3
umasonggue,3
ufamocat,3
lumamegae,3
amon,3
umógagao,3
madespresia,3
salatiel,3
sinapet,3
sorobabel,3
eliaquim,3
chamojam,3
janafañuja,3
codo,3
linecaña,3
jafajao,3
enemigonmame,3
inguimen,3
lagoña,3
ujadague,3
elegña,3
asaguajo,3
uyinamag,3
catotse,3
jetnon,3
jataetae,3
baran,3
juereda,3
saqueo,3
indingo,3
infanbasnag,3
umautut,3
mafagas,3
talanganñija,3
ualigao,3
manmapetsigue,3
sanganeyo,3
sedro,3
manpinite,3
jusga,3
usonggue,3
inefresimo,3
decapolis,3
tiempoñija,3
maninanite,3
minamo,3
ujaso,3
guefyajo,3
linache,3
boruca,3
manpescadot,3
pulan,3
meriba,3
pagoja,3
ñgaean,3
carruaje,3
umaconie,3
natungoyo,3
gumagao,3
jaaligao,3
magagomo,3
lâlâyo,3
mamofea,3
manmachuda,3
jeremias,3
manmachule,3
papet,3
umatugue,3
umaagan,3
santa,3
sendalonmame,3
unsasangan,3
unmapolo,3
mandimo,3
atungo,3
famauleg,3
manmatancho,3
consejo,3
ninaimo,3
ususede,3
yinengyong,3
manaeisao,3
unnalibreyo,3
manaligao,3
megagae,3
manyinilang,3
jaconsiente,3
madoblan,3
baso,3
taegüijeyo,3
manjaso,3
lalajen,3
ufanyinilang,3
manjulayo,3
jasangangane,3
junamatungo,3
umachuda,3
jinagong,3
manadangculo,3
patseno,3
ufanayunat,3
inaregla,3
jasanganejam,3
jujuto,3
jaapaseyo,3
ninamamagof,3
entalomiyo,3
janafanfitme,3
bancon,3
manamalag,3
gaemaase,3
magagumo,3
manguaja,3
umababaye,3
entresija,3
cumonbida,3
lason,3
janaetnon,3
pasmiyo,3
petga,3
sacate,3
apase,3
oron,3
mabalutan,3
bumuebuente,3
teog,3
selote,3
sampapa,3
bumaba,3
ufanmamatquilo,3
querubin,3
berea,3
sanlago,3
estira,3
ebangelion,3
jasesetmon,3
manmamanagüe,3
oriyamo,3
lasajyao,3
ufanmatugue,3
gasgasjao,3
manamiguña,3
manmanayuyut,3
ninabula,3
jabisita,3
ujasangane,3
usulong,3
námanman,3
innajanao,3
esrom,3
manmanosgue,3
manguinin,3
chechon,3
injatingo,3
traton,3
manparientesmo,3
aram,3
aminadab,3
manrecocoje,3
janafañaga,3
naason,3
boos,3
mañaenanmiyo,3
maiot,3
obed,3
abias,3
manmanembeste,3
mangagagao,3
uguinagao,3
fares,3
gode,3
unnadangculo,3
manescapa,3
didog,3
juramento,3
matayuyutgüe,3
claudio,3
innalisto,3
jufalagüe,3
gadara,3
cantaco,3
finesia,3
jumuyongyo,3
manaason,3
manlâlâ,3
rahab,3
yomog,3
manjalomjam,3
calenturaña,3
suegran,3
juisioña,3
umosgue,3
janamagof,3
janamaagange,3
guiyajame,3
caye,3
manmaayeg,3
manaetata,3
tradisionmiyo,3
tinienta,3
peligro,3
umajaso,3
japetsigue,3
tolang,3
didimo,3
tinagpange,3
ufanmanjonggue,3
ayudayo,3
guesadaje,3
apasñija,3
maegoña,3
jayuyute,3
sábado,3
atmas,3
jatombagüe,3
aguila,3
pacaca,3
manmasaluda,3
manpinelo,3
con,3
umanafanasagua,3
manasagua,3
junafanlibre,3
munamagong,3
infanmanaejam,3
jaconfesatñaejon,3
ungagao,3
manpredidica,3
nasionjo,3
fanmanaetae,3
unalibreyo,3
manmapotgue,3
magagoña,3
machúchuda,3
umason,3
nadangculojao,3
inenramo,3
ufamatquilo,3
otros,3
ibangelion,3
infanmachatlie,3
infanmaentrega,3
parientes,3
jasetmon,3
ujajonggue,3
umafanue,3
manmafañago,3
inliiyo,3
ministroña,3
cumumple,3
infagas,3
jinanaomame,3
fangacasao,3
vosso,3
efesios,3
yañija,3
manataelaye,3
ayogüe,3
solo,3
guiman,3
manaesaena,3
inayigña,3
jugagagaojao,3
faesen,3
nalisto,3
tagpapa,3
uchague,3
matomba,3
lalalojao,3
unsoda,3
usinetbe,3
yuusja,3
colat,3
magaguñija,3
manadaña,3
poyino,3
umitde,3
tumatalo,3
manjijijot,3
umababa,3
testamento,3
inayudan,3
manputa,3
manbinendise,3
nafanjomlo,3
manmañeñetbe,3
tumecon,3
pasto,3
iyajame,3
manamamajlao,3
najo,3
jaatituye,3
fanmamaela,3
janatunog,3
bayen,3
attatmo,3
cuentan,3
baston,3
manmaprereso,3
moab,3
tapuno,3
tayayo,3
ufangaerespeto,3
mumantietene,3
ayudañija,3
filistia,3
patangñija,3
ufanminagago,3
juapasejao,3
jumojonggue,3
infanfinanue,3
tae,3
batbas,3
machochoeho,3
consoladot,3
umaecungog,3
undague,3
gumayuus,3
janachechegcheg,3
espongja,3
parejoyo,3
maniisao,3
umestotban,3
asno,3
jechuran,3
jachico,3
cottinan,3
umasangane,3
mangosmanmaañao,3
chumoma,3
una,3
jasoyo,3
janatalo,3
lumalamegae,3
jaofrese,3
malagtos,3
lilog,3
magong,3
namauleg,3
lysias,3
golgota,3
manasoda,3
unnagasgasyo,3
tinaelayemo,3
langetmo,3
trongconubas,3
mapanag,3
jaguimen,3
manmangagao,3
minamajlaoñija,3
jusottaye,3
afamao,3
jusiña,3
mumagof,3
jatagoyo,3
siesiempreja,3
janafanlibre,3
isaoyo,3
astaqui,3
gaegueyo,3
magofjao,3
ufanagüe,3
inale,3
ocasion,3
uapase,3
mangongoco,3
unasie,3
jatancho,3
ñalangyo,3
majuchom,3
chineneg,3
somesetbe,3
puro,3
umisaoyo,3
finénana,3
ufinanue,3
maulegñaja,3
umanacalamten,3
pueblo,3
ufanlâlâ,3
manmegae,3
junajalom,3
mamamajlao,3
dilubio,3
manmacumple,3
pajaron,3
mangosmagof,3
manlibre,3
cuatto,3
alabansamo,3
janamamaepe,3
munalibreyo,3
patasñija,3
jususungonja,3
uentregayo,3
tininamo,3
osgaejonyo,3
promesamo,3
presio,3
ungüento,3
unapase,3
manalisto,3
enemiguña,3
jabalutan,3
quelatña,3
uinayuda,3
innajalom,3
jusungon,3
innaguimen,3
innachocho,3
pinitiña,3
catnen,3
inangoco,3
fanueyo,3
taelayeña,3
ganansia,3
jinaja,3
masetbe,3
como,3
nengcanojo,3
ufanmachocho,3
italia,3
chechojo,3
manminagago,3
boteya,3
japetmite,3
inguesadaje,3
chamorro,3
umayamag,3
agagaña,3
jinisgamo,3
upinelo,3
maleta,3
jurespeta,3
inguaja,3
puno,3
unajomlo,3
ujapolo,3
jinasosomo,3
udaña,3
siclo,3
atadogta,3
chechoñiñija,3
pápagat,3
mamatitinas,3
areopago,3
mumantiene,3
umamamaela,3
judingo,3
lebita,3
bernise,3
inpila,3
jaguja,3
oraña,3
manisija,3
sumasasaga,3
samuel,3
corinto,3
lansa,3
estagüejamja,3
patteco,3
manlinalatde,3
ayuda,3
lalango,3
otden,3
yano,3
dichosojao,3
aquila,3
manmaresibe,3
umabira,3
umapase,3
unagasgas,3
jueyag,3
familiaña,3
fanmanbendise,3
jumaañao,3
manutujo,3
umope,3
sinetbe,3
ualabajao,3
dibimo,3
namamaela,3
juope,3
utaegüine,3
jachachague,3
mangaeguejit,3
manaejinaso,3
u,3
pumópolo,3
prisila,3
ufanmachalapon,3
jesusja,3
gumiguimenyo,3
acaya,3
siñajit,3
manbababa,3
pinetsigue,3
umutut,3
diana,3
manjajalom,3
entalonmiyo,3
janafitme,3
satbasionmame,3
finaaelañija,3
managasgas,3
dibiña,3
fachae,3
siñajam,3
madudog,3
galión,3
chalanñija,3
trinisteco,3
mafañagoña,3
jilamo,3
unnafanlibre,2
gabriel,2
ilonmiyo,2
japatmada,2
puetto,2
mananae,2
utafanlie,2
acas,2
mapongle,2
jaafuyut,2
nigap,2
tagpangeco,2
infanmapetsigue,2
jumonggueyo,2
fanagüe,2
tangque,2
yayasyo,2
fumagase,2
inesgue,2
minaegoña,2
ufanaan,2
tinegchan,2
ejemplo,2
maaagang,2
roboam,2
toaya,2
josafat,2
gago,2
mumananggajao,2
rejas,2
cumuentosyo,2
tomalo,2
jeconias,2
asa,2
joaquim,2
pagyon,2
josias,2
manopegüe,2
joram,2
munamamamajlao,2
osias,2
ugana,2
joatam,2
abiud,2
umadadajejao,2
uinayudayo,2
eleasar,2
depues,2
namamajlao,2
minajo,2
tiningomo,2
jaopeyo,2
tumanoyo,2
esequias,2
eliud,2
umatujog,2
insasangan,2
raboni,2
unmannae,2
guaguaja,2
finatinasjo,2
achim,2
asor,2
ae,2
jajujusga,2
infanasoda,2
jarran,2
sinaluda,2
jinasosoco,2
jutagpange,2
nasionmo,2
catneña,2
mumalag,2
unnalâlâyo,2
infatoigüe,2
sanjalommiyo,2
ugüinaeya,2
sebada,2
basula,2
injanao,2
mes,2
insujaye,2
jacanta,2
langetña,2
senturaña,2
estagüejit,2
jumijijot,2
sumetmon,2
mapetsisigueyo,2
masanganña,2
minañotsot,2
mangaegüinaja,2
mandangculon,2
ufamapan,2
jutatayuyut,2
diningo,2
unsetbe,2
tietienta,2
juto,2
yutejao,2
jucumple,2
tiningojo,2
ninamalofan,2
panja,2
siñajao,2
mananaetaeyo,2
umaope,2
gumajo,2
junafalingo,2
minaañaoñija,2
ufaninina,2
dinidide,2
mantieneyo,2
ninafanjaspog,2
camalin,2
infantinagpange,2
usobbla,2
maconsuela,2
chico,2
unplanta,2
jiningogco,2
pumara,2
jujajasoja,2
betfage,2
jutayuyutjao,2
inadoragüe,2
umafaesen,2
unnalisto,2
idolosñija,2
sinentensia,2
finanagüeco,2
majalangyo,2
uncuentos,2
inayudajo,2
ma,2
lajeñija,2
munamauleg,2
ualiligao,2
circunsision,2
jagañija,2
sumagayo,2
vitgen,2
fotgon,2
uchalapon,2
mamajlaojo,2
guajojao,2
jataga,2
manjita,2
jumamaela,2
umatolae,2
miná,2
sábanas,2
mafamauleg,2
jufaaela,2
salome,2
labiosña,2
esgaejonyo,2
majasuye,2
amte,2
titogcha,2
manmamaesen,2
guinagaoña,2
ufanmacumple,2
unnamagof,2
ninafanbijo,2
infangajulo,2
mangonggong,2
sendiquique,2
infanojgue,2
managalileg,2
tinaetaeñija,2
púrpura,2
say,2
uninasie,2
jumamajlao,2
jutufong,2
mapoloña,2
manmachogüe,2
ujajaso,2
pascuan,2
jagostungo,2
manmajngang,2
mannanangga,2
ladron,2
estataba,2
liniijo,2
asagua,2
cumajuloyo,2
fumanuejit,2
lauyan,2
inepeyo,2
japromete,2
lasas,2
macacase,2
ygos,2
janafananaco,2
sinesede,2
bente,2
jaalado,2
uayuda,2
janaquequelache,2
jaatbororota,2
manmamajan,2
yi,2
uatan,2
sinagan,2
estietcot,2
janamanajanao,2
unafanmatachong,2
jusotta,2
omlat,2
satban,2
maapapase,2
masugon,2
jaatanyo,2
manayog,2
ufanasagua,2
maegoyo,2
numanae,2
manapiniteyo,2
fette,2
tutujoña,2
mangachongmame,2
untutungoja,2
umagas,2
untungoyo,2
munalamen,2
namanmato,2
pinedong,2
og,2
amorreo,2
beneno,2
sehón,2
yntingo,2
manafacae,2
jadesea,2
janacadada,2
junafanminagago,2
mannanasusu,2
manmasaulag,2
numannae,2
madirite,2
mungajam,2
jarisibe,2
denarion,2
corderon,2
jatuguiejam,2
mannamaase,2
patgonmiyo,2
juplanta,2
descansomo,2
umaangoco,2
ninafanestotba,2
checo,2
manmanalaba,2
mamocatyo,2
mumagas,2
fuetsao,2
jufanadora,2
uninapase,2
paladatto,2
funas,2
cumate,2
jiningog,2
majala,2
mesias,2
utacano,2
janaeyo,2
incana,2
usaouao,2
guaeyayon,2
yinemog,2
manquinene,2
estanque,2
jafanae,2
umasapit,2
nifenña,2
manmajaso,2
upas,2
alabansajo,2
jonggue,2
sudario,2
manmanadodora,2
taotaosija,2
jasatba,2
apeyiduña,2
copajo,2
andesmorona,2
jagoyo,2
utojgue,2
amuñija,2
majusga,2
utafañocho,2
malalago,2
guesmauleg,2
manmatdito,2
naye,2
tinaetaeña,2
atadogmame,2
sumanjalommo,2
guminem,2
uchinile,2
juayeg,2
idumea,2
jasaulag,2
ufañoda,2
intienta,2
udidide,2
prinsepe,2
pinadese,2
linatga,2
lumiiyo,2
nafanmagof,2
ofisio,2
mamagof,2
gosagang,2
minejnalom,2
trangcamo,2
batingting,2
libra,2
umadodora,2
lulug,2
ayoyo,2
tifáfañago,2
copan,2
entelo,2
dansa,2
jajananao,2
ilunmiyo,2
ofisioña,2
ogsoña,2
naaatog,2
bandata,2
jumalefa,2
ninametgot,2
serenon,2
unjatsa,2
gamame,2
sinapit,2
japrocucura,2
ulibre,2
famaguonmame,2
mamajan,2
pacha,2
mangachochongmo,2
unaguimen,2
cumecuentos,2
calalotjo,2
ninafanmamagof,2
uguera,2
mabotlelea,2
manseguro,2
marifa,2
tanesesita,2
diniseaña,2
ninapinite,2
cayenmame,2
utojgüe,2
manmamatdise,2
mapoluye,2
alabastro,2
juguinem,2
aga,2
jatatampe,2
teofilo,2
jabee,2
patio,2
jamantietiene,2
inangocomo,2
tanoja,2
jajujungogja,2
unamatungo,2
japodong,2
umafagasñaejon,2
ufamataegüije,2
manetecon,2
jatagpange,2
gaeguejao,2
sinturon,2
dinangculoña,2
jadudog,2
ugumaeya,2
estadio,2
jaanita,2
neftalim,2
naya,2
jasiente,2
tatanom,2
mananagüe,2
amco,2
manaatan,2
udos,2
ujanaadesapatta,2
umabale,2
ufanmaasie,2
fanjajanao,2
unataelaye,2
insaluda,2
linala,2
güaeya,2
asufre,2
uuchan,2
indadalalagjao,2
ninalalalo,2
taelayejao,2
insujejeta,2
cuentas,2
gachongmo,2
jilata,2
umafatanñaejon,2
machiguet,2
inadajen,2
manaque,2
maninefende,2
mandidibe,2
jaande,2
uutut,2
umabende,2
tinayuyutgüe,2
gaesiningon,2
dinidibegüe,2
cien,2
alacran,2
tribu,2
sottayo,2
jaecungogjao,2
manyuyute,2
taalog,2
ufinenana,2
ufañetbe,2
maninagang,2
manumitde,2
raymo,2
inayigco,2
manatate,2
tafañaga,2
profetan,2
manmamamajan,2
sinedaña,2
jagonja,2
umayuyuda,2
buebuente,2
unyutejao,2
infanmanresibe,2
ninasiñanñija,2
ninafanbubo,2
jufannae,2
tumato,2
cainan,2
jalile,2
fangualuanjo,2
jafatinasja,2
manaechocho,2
mañasagaja,2
maaatanja,2
oraja,2
acagüemo,2
cumatga,2
jaliija,2
tumutungo,2
jaaregla,2
unmaadaje,2
egsomo,2
manmangagagao,2
malofanja,2
nafitme,2
faman,2
injeca,2
inabale,2
cumequematae,2
diesmos,2
jairo,2
ufangasgas,2
sumanganñaejon,2
limosña,2
sumanjalommiyo,2
mañochochoja,2
jacacano,2
ufanlalango,2
guajata,2
manmatmos,2
sensiyo,2
potlilo,2
innasiña,2
manquinendena,2
sanganejam,2
uguia,2
ilegnija,2
ufanmatagpange,2
jonggueja,2
juramentoña,2
magaguñaja,2
pupnenge,2
nesesida,2
incuentuse,2
janafanjalom,2
usigue,2
finanagüenñija,2
janafanjanao,2
umapacha,2
tinegchanmiyo,2
insigue,2
probechonmiyo,2
innataelaye,2
hipocritas,2
gumagagao,2
pecho,2
tumaloyo,2
fanmamagof,2
juchulie,2
manchatpayon,2
utafanjijitaja,2
ufanope,2
fan,2
mangaejinenggue,2
inigong,2
medio,2
jilota,2
umumitde,2
iyota,2
ayay,2
unninaquepodongjao,2
gaega,2
noventa,2
nueve,2
mapta,2
magagaoña,2
golae,2
matatias,2
rineprende,2
jugana,2
ilegmimiyo,2
cristojao,2
machalapon,2
yaben,2
tinitujon,2
juguaguato,2
atmasña,2
güijija,2
upune,2
popa,2
namaesagüe,2
jinatme,2
umalefa,2
angjetna,2
metqui,2
manmaañaojam,2
pinelonmimiyo,2
compania,2
echecho,2
janaaatog,2
casiyas,2
ninafanlalalo,2
memoriasña,2
juentrega,2
lebadura,2
disipulojo,2
enimigunmiyo,2
cano,2
himno,2
ufanmañoda,2
finatinasñaja,2
checoña,2
gethsemane,2
quinenen,2
manmajalang,2
infanbela,2
infatinasja,2
ujaope,2
inbesita,2
jupoluyejao,2
innatunog,2
infanmamajan,2
udangculoña,2
babayejam,2
umaasegura,2
junafangana,2
guesmanosguejao,2
mañalapon,2
malangoyo,2
ufanmanrecoje,2
